私は新しいカタカナ辞典を借りました。;わたし は あたらしい かたかな じてん を かりました。;I borrowed a new Katakana dictionary.;hiragana	katakana	translation	applies to	more specifically
彼の服の色は風景とちぐはぐだった。;かれ の ふく の いろ は ふうけい と ちぐはぐ だった。;His clothing colors were odd and out of place with the scenery.;ちぐはぐ	チグハグ	"odd, out of place"	surrounding
彼は指にチクリと針が刺さった。;かれ は ゆび に ちくり と はり が ささった。;A sharp needle-like pain pricked his finger.;ちくり	チクリ	"a single, sharp, needle-like pain"	feelings	pain
彼の言葉は私の心にチクリと刺さった。;かれ の ことば は わたし の こころ に ちくり と ささった。;His words pricked my heart.;ちくり	チクリ	single sting	performing an action	stabbing
その注射はちくりと刺さった。;その ちゅうしゃ は ちくり と ささった。;The injection stung a bit.;ちくり	チクリ	sting	performing an action	stabbing
蚊に刺されて、手がちくちく痛い。;か に さされて、て が ちくちく いたい。;My hand feels itchy and has a needlelike pain after being bitten by a mosquito.;ちくりちくり	チクリチクリ	"itchy, needlelike intermittent pain, with a lingering tingling sensation"	feelings	pain
注射が腕にチクンと刺さった。;ちゅうしゃ が うで に ちくん と ささった。;The injection gave a single sting when it was jabbed into my arm.;ちくん	チクン	single sting	performing an action	stabbing
彼がミスをするたびに、彼女は「チッ」と舌打ちをした。;かれ が みす を する たび に 、 かのじょ は 「ちっ」 と したうち を した 。;Every time he made a mistake, she clicked her tongue with a 'tsut' sound.;ちっ	チッ	that sound one makes when annoyed at something	onomatopoeia	human noises
彼はコーヒーをチビチビ飲んでいる。;かれ は コーヒー を ちびちび のんで いる。;He is sipping his coffee.;ちびちび	チビチビ	"sip, nip"	performing an action	drinking
彼はコーヒーをちびちび飲んでいる。;かれ は こーひー を ちびちび のんで いる。;He is sipping coffee little by little.;ちびちび	チビチビ	little at a time	quantity
彼はお茶をちびりちびり飲んでいた。;かれ は おちゃ を ちびりちびり のんで いた。;He was sipping his tea intermittently.;ちびりちびり	チビリチビリ	sip intermittently	performing an action	drinking
彼女はチマチマと部屋を整えている。;かのじょ は ちまちま と へや を ととのえている。;She is neatly arranging the room.;ちまちま	チマチマ	"neat, arranged"	spacial orientation
彼は仕事をちゃかちゃか進め、あっという間に終わらせた。;かれ は しごと を ちゃかちゃか すすめ、あっというま に おわらせた。;He quickly moved through his work at a dizzying pace and finished it in no time.;ちゃかちゃか	チャカチャカ	moving at dizzying pace	action
プロジェクトは着々と進んでいます。;ぷろじぇくと は ちゃくちゃく と すすんで います。;The project is progressing steadily.;ちゃくちゃく	チャクチャク	"steadily, step-by-step"	resultant state
彼はちゃっかりと、高利貸しの利益を最大化する方法を知っている。;かれ は ちゃっかり と、こうりがし の りえき を さいだいか する ほうほう を しっている。;He's smart enough to know how to maximize the benefits of a loan shark.;ちゃっかり	チャッカリ	"smart, calculated"	money issues
彼はちゃっかりと上司に媚びを売って、昇進を手に入れた。;かれ は ちゃっかり と じょうし に こび を うって、しょうしん を て にいれた。;He shrewdly buttered up his boss and secured a promotion.;ちゃっかり	チャッカリ	calculated / shrewd	personal traits	undesirable
湖の水が岸に当たって、ちゃっぽちゃっぽと音を立てている。;みずうみ の みず が きし に あたって、ちゃっぽ ちゃっぽ と おと を たてている。;The lake's water is lapping against the shore, making a "chap-po chap-po" sound.;ちゃっぽちゃっぽ	チャッポチャッポ	lapping	onomatopoeia	water
小川の水が石にちゃぽちゃぽと当たっている音が心地よいです。;おがわ の みず が いし に ちゃぽちゃぽ と あたっている おと が ここちよい です。;The sound of the stream's water lapping gently against the rocks is soothing.;ちゃぽちゃぽ	チャポチャポ	"lapping, washing up against"	state	liquids
彼はお金持ちになった途端、みんなにちやほやされ始めた。;かれ は おかねもち に なった とたん、 みんな に ちやほや され はじめた。;As soon as he became rich, everyone started to pamper him.;ちやほや	チヤホヤ	"pampering, groveling"	speech
彼はいつもちゃらちゃらした格好をしている。;かれ は いつも ちゃらちゃら した かっこう を している。;He always dresses in a flashy manner.;ちゃらちゃら	チャラチャラ	dress in a manner as to attract attention	personal attire
彼はいつもチャラチャラした服装をしている。;かれ は いつも ちゃらちゃら した ふくそう を している。;He always dresses in a flashy and frivolous manner.;ちゃらちゃら	チャラチャラ	flirt / dress in a manner as to attract attention	personal attitude	undesirable
彼は上司の前ではちゃらちゃらとお世辞を言う。;かれ は じょうし の まえ で は ちゃらちゃら と おせじ を いう。;He fawns over his boss with flattering remarks.;ちゃらちゃら	チャラチャラ	"fawning, flattering"	speech
彼のちゃらんぽらんな態度にはもう我慢できない。;かれ の ちゃらんぽらん な たいど に は もう がまん できない 。;I can't tolerate his irresponsible attitude anymore.;ちゃらんぽらん	チャランポラン	irresponsible	personal traits	undesirable
彼は試験勉強を全くしないで、ちゃらんぽらんに答えた。;かれ は しけん べんきょう を まったく しない で、ちゃらんぽらん に こたえた。;He didn't study for the exam at all and answered off-hand.;ちゃらんぽらん	チャランポラン	"off-hand, irresponsible"	speech
彼のポケットから小銭のチャリンという音がした。;かれ の ぽけっと から こぜに の ちゃりん という おと が した。;The jangling sound of coins came from his pocket.;ちゃりん	チャリン	jangling	onomatopoeia
彼はちゃんとした服装でパーティーに行きました。;かれ は ちゃんと した ふくそう で パーティー に いきました。;He went to the party properly dressed.;ちゃん	チャン	"properly, correct"	personal attire
宿題をちゃんとやりました。;しゅくだい を ちゃんと やりました。;I did my homework properly.;ちゃん	チャン	"properly, orderly, neatly, reliably, precisely"	resultant state
