私は新しいカタカナ辞典を借りました。;わたし は あたらしい かたかな じてん を かりました。;I borrowed a new Katakana dictionary.;hiragana	katakana	translation	applies to	more specifically
湖に月の影がぽっかりと浮かんでいる。;みずうみ に つき の かげ が ぽっかり と うかんでいる。;The reflection of the moon is floating lightly on the lake.;ぽっかり	ポッカリ	"to surface, pop up lightly"	motions	floating
空にぽっかりと白い雲が浮かんでいる。;そら に ぽっかり と しろい くも が うかんでいる 。;A white cloud is floating wide open in the sky.;ぽっかり	ポッカリ	wide open	shape	hole
彼女のぽっちゃぽっちゃした体がとても可愛いです。;かのじょ の ぽっちゃぽっちゃ した からだ が とても かわいい です。;Her chubby and cute body is very adorable.;ぽっちゃぽっちゃ	ポッチャポッチャ	chubby and cute	the body
彼女はぽっちゃりしていて、とても可愛いです。;かのじょ は ぽっちゃり していて、 とても かわいい です。;She is chubby and cute.;ぽっちゃり	ポッチャリ	chubby and cute	the body
彼の手紙には、ぽっちりと涙の跡がありました。;かれ の てがみ には、ぽっちり と なみだ の あと が ありました。;There was a tiny dot of a tear stain on his letter.;ぽっちり	ポッチリ	a single tiny dot	form
彼女のぼってりとした唇が美しかった。;かのじょ の ぼってり と した くちびる が うつくしかった。;Her plump lips looked beautiful.;ぼってり	ボッテリ	"thick, fat, plump"	form
彼の頬はぼってりとしている。;かれ の ほお は ぼってり と して いる。;His cheeks are plump.;ぼってり	ボッテリ	"plump, chubby"	the body
ぽつねんと窓の外を見つめて、学生時代の思い出がよみがえった。;ぽつねん と まど の そと を みつめて、がくせい じだい の おもいで が よみがえった。;Lost in thought as I gazed out the window, memories of my student days came flooding back.;ぽつねん	ポツネン	"lonely, deep thought"	mental actions	reflection
心がぽっぽと温かくなった。;こころ が ぽっぽ と あたたかく なった。;My heart was warmed with a cozy feeling.;ぽっぽ	ポッポ	"a warm, hot feeling"	feelings	temperature
彼女の冗談にみんながほっほっと笑った。;かのじょ の じょうだん に みんな が ほっほっ と わらった。;Everyone laughed heartily at her joke.;ほっほっ	ホッホッ	a merry laugh (feminine)	laughter
彼の病気はぼつぼつ良くなってきました。;かれ の びょうき は ぼつぼつ よく なって きました。;His illness has gradually started to improve.;ぼつぼつ	ボツボツ	little by little	temporal aspect
雨がぼつぼつ降り始めた。;あめ が ぼつぼつ ふり はじめた。;It has started to lightly rain.;ぼつぼつ	ボツボツ	starting to lightly rain	weather	rain
電車の音がポッポッと聞こえてきた。;でんしゃ の おと が ぽっぽっ と きこえてきた。;I could hear the train going choo choo.;ぽっぽっ	ポッポッ	"""choo choo"""	onomatopoeia	train
壁にカビがポツポツと見え始めた。;かべ に かび が ぽつぽつ と みえ はじめた。;Mold started appearing dotted on the wall.;ぽつぽつ	ポツポツ	dotted with bumps or small holes	form
雨がぽつぽつ降り始めた。;あめ が ぽつぽつ ふりはじめた。;The rain started to fall little by little.;ぽつぽつ	ポツポツ	little by little	motions
雨がぽつぽつ降り始めた。;あめ が ぽつぽつ ふりはじめた。;The rain started falling here and there.;ぽつぽつ	ポツポツ	"scattered, here and there"	spacial orientation
彼は緊張して、ぽつぽつと話し始めた。;かれ は きんちょう して、ぽつぽつ と はなし はじめた。;He was nervous and began to speak with frequent pauses.;ぽつぽつ	ポツポツ	speaking with frequent pauses	speech
彼はほんの少しずつ進歩を遂げています。;かれ は ほんの すこしずつ しんぽ を とげて います。;He is making progress little by little.;ぽつぽつ	ポツポツ	little by little	temporal aspect
雨がぽつぽつ降り始めた。;あめ が ぽつぽつ ふり はじめた。;It has started to lightly rain.;ぽつぽつ	ポツポツ	starting to lightly rain	weather	rain
彼は緊張して、ぽつりぽつりと話し始めた。;かれ は きんちょう して、ぽつりぽつり と はなし はじめた。;He was nervous and began to speak with frequent pauses.;ぽつりぽつり	ポツリポツリ	speaking with frequent pauses	speech
彼は丘の上にぽつんと立っていた。;かれ は おか の うえ に ぽつん と たって いた。;He stood all alone on top of the hill.;ぽつん	ポツン	standing seperated	spacial orientation
その男は何も言わずぽつんと座っていました。;その おとこ は なにも いわず ぽつん と すわっていました。;The man sat alone without saying anything.;ぽつん	ポツン	mutter in a single word	speech
雨の雫が窓ガラスにポツンと落ちた。;あめ の しずく が まど がらす に ぽつん と おちた。;A raindrop fell with a single plop on the windowpane.;ぽつん	ポツン	a single drop falling and hitting something	state	liquids
彼は最近、食べ過ぎてお腹がボテボテしている。;かれ は さいきん、たべすぎて おなか が ぼてぼて している。;He has been eating too much lately, and his stomach is overly chubby.;ぼてぼて	ボテボテ	sickeningly fat	the body
雨のしずくが葉っぱにぽとっと落ちた。;あめ の しずく が はっぱ に ぽとっ と おちた。;A raindrop fell plop onto the leaf.;ぽとっ	ポトッ	a small drop dropping	state	liquids
彼女の涙がぼとぼとと床に落ちた。;かのじょ の なみだ が ぼとぼと と ゆか に おちた。;Her tears fell one by one onto the floor.;ぼとぼと	ボトボト	sound of tears dropping	crying
雨がボトボトと屋根に落ちる音が聞こえる。;あめ が ぼとぼと と やね に おちる おと が きこえる。;I can hear the sound of rain continuously dropping onto the roof.;ぼとぼと	ボトボト	drops continuously falling	state	liquids
彼女は涙がポトポトと頬を伝った。;かのじょ は なみだ が ぽとぽと と ほお を つたった。;Her tears dripped down her cheeks.;ぽとぽと	ポトポト	"droplets, dripping tears"	crying
雨がポトポトと屋根から落ちている。;あめ が ぽとぽと と やね から おちている。;The rain is continuously dripping from the roof.;ぽとぽと	ポトポト	drops continuously falling	state	liquids
雨のしずくが葉っぱにぽとりと落ちた。;あめ の しずく が はっぱ に ぽとり と おちた。;A raindrop fell gently onto the leaf.;ぽとり	ポトリ	a small drop dropping	state	liquids
彼女の頬を涙がぽとんと落ちた。;かのじょ の ほほ を なみだ が ぽとん と おちた。;A teardrop fell gently from her cheek.;ぽとん	ポトン	the sound of a light teardrop hitting a surface	crying
雨の雫が葉からぽとんと落ちた。;あめ の しずく が は から ぽとん と おちた。;A raindrop dropped from the leaf.;ぽとん	ポトン	a small drop dropping	state	liquids
彼女の名前をボヤッと思い出した。;かのじょ の なまえ を ぼやっ と おもいだした。;I vaguely remembered her name.;ぼやっ	ボヤッ	vaguely	mental actions	recollection
彼は朝食をとりながらぼやっとしていた。;かれ は ちょうしょく を とりながら ぼやっと していた。;He was in a half-daze while having breakfast.;ぼやっ	ボヤッ	in a half-daze	mental state	not with it
外の天気はぼやっとしていて、遠くがほとんど見えない。;そと の てんき は ぼやっと していて、 とおく が ほとんど みえない。;The weather outside is vague, and you can barely see into the distance.;ぼやっ	ボヤッ	"vague, dim"	weather	visibility
彼は大学を卒業したばかりで、まだ仕事はほやほやだ。;かれ は だいがく を そつぎょう した ばかり で、まだ しごと は ほやほや だ。;He just graduated from university, so he's still fresh at work.;ほやほや	ホヤホヤ	"to look fresh, inexperienced"	career experience
パンがオーブンから出たばかりなので、ホヤホヤです。;ぱん が おーぶん から でた ばかり なので、ほやほや です。;The bread is just out of the oven, so it's steaming hot.;ほやほや	ホヤホヤ	steaming hot	state
このチームのホヤホヤのコーチは頑張っている。;この ちーむ の ほやほや の こーち は がんばっている。;The brand new coach of this team is working hard.;ほやほや	ホヤホヤ	"brand new, just made"	to appear to be
毎朝 ぼやぼやしていると、電車を 逃してしまう。;まいあさ ぼやぼやしていると、でんしゃを のがしてしまう。;Every morning, if I'm absent-minded, I end up missing the train.;ぼやぼや	ボヤボヤ	"absent-minded, careless"	mental state	not with it
